date,distance,humidity,temperature
2020/1/12 8:00,21329,72.4,4.06
2020/1/12 8:30,21339,70.6,3.52
2020/1/12 9:00,21351,66.8,4.89
2020/1/12 9:30,21387,62.7,4.9
2020/1/12 10:00,21394,67.5,5.02
2020/1/12 10:30,21398,66,4.4
2020/1/12 11:00,21412,61.9,5.48
2020/1/12 11:30,21443,60,5.37
2020/1/12 12:00,21449,64.6,5.46
2020/1/12 12:30,21450,67.3,5.27
2020/1/12 13:00,21437,69.5,6.47
2020/1/12 13:30,21424,73.9,7.19
2020/1/12 14:00,21398,78.2,7.62
2020/1/12 14:30,21371,83.3,7.5
2020/1/12 15:00,21324,86.6,7
2020/1/12 15:30,21298,86.6,6.59
2020/1/12 16:00,21293,83,5.7
2020/1/12 16:30,21293,80.1,5.41
2020/1/12 17:00,21285,81.8,6.15
2020/1/12 17:30,21288,76.3,6.52
2020/1/12 18:00,21300,74.5,5.89
2020/1/12 18:30,21315,73.1,5.41
2020/1/12 19:00,21326,68.5,6.82
2020/1/12 19:30,21369,66.6,6.59
2020/1/12 20:00,21385,69.1,5.95
2020/1/12 20:30,21384,72.8,5.12
2020/1/12 21:00,21380,66.4,6.78
2020/1/12 21:30,21392,70,7.1
2020/1/12 22:00,21391,73.6,6.54
2020/1/12 22:30,21385,76.3,5.27
2020/1/12 23:00,21349,80.5,8.31
2020/1/12 23:30,21336,80.7,8.9
2020/1/13 0:00,21326,81.6,8.43
2020/1/13 0:30,21315,82.8,8.15
2020/1/13 1:00,21282,89.4,8.9
2020/1/13 1:30,21241,90.4,9.55
2020/1/13 2:00,21229,84.6,9.51
2020/1/13 2:30,21251,77.4,8.88
2020/1/13 3:00,21263,76.6,10.3
2020/1/13 3:30,21297,75.6,10.2
2020/1/13 4:00,21304,75.7,9.13
2020/1/13 4:30,21311,76.5,7.88
2020/1/13 5:00,21335,66.6,9.21
2020/1/13 5:30,21370,69.2,9.09
2020/1/13 6:00,21371,72.9,8.61
2020/1/13 6:30,21369,74.7,8.35
2020/1/13 7:00,21349,79.8,9.75
2020/1/13 7:30,21319,82.4,10.5
2020/1/13 8:00,21299,83.5,10.9
2020/1/13 8:30,21290,84.5,10.8
2020/1/13 9:00,21258,84.2,11.8
2020/1/13 9:30,21255,83,12.1
2020/1/13 10:00,21259,81,11.1
2020/1/13 10:30,21269,80.1,9.87
2020/1/13 11:00,21249,84.4,11.4
2020/1/13 11:30,21240,85.5,12.4
2020/1/13 12:00,21237,85.2,12.3
2020/1/13 12:30,21236,84.8,12
2020/1/13 13:00,21211,82.7,14.1
2020/1/13 13:30,21247,79.9,10.8
2020/1/13 14:00,21290,75,5.59
2020/1/13 14:30,21333,62,1.99
2020/1/13 15:00,21388,52.4,0.722
2020/1/13 15:30,21427,51.1,-0.46
2020/1/13 16:00,21447,51.1,-1.9
2020/1/13 16:30,21457,54.9,-3.1
2020/1/13 17:00,21462,49.6,-1.3
2020/1/13 17:30,21483,49.3,-0.51
2020/1/13 18:00,21492,57.8,-0.96
2020/1/13 18:30,21494,62.2,-1.5
2020/1/13 19:00,21489,53.4,1.23
2020/1/13 19:30,21505,57.2,1.83
2020/1/13 20:00,21508,61.6,1.32
2020/1/13 20:30,21508,62.7,0.596
2020/1/13 21:00,21495,57.6,3.63
2020/1/13 21:30,21511,59.5,4.12
2020/1/13 22:00,21509,69.2,4.02
2020/1/13 22:30,21493,75.3,3.85
2020/1/13 23:00,21443,83.5,6.9
2020/1/13 23:30,21400,84.8,8
2020/1/14 0:00,21377,85,8.25
2020/1/14 0:30,21343,87.3,8.54
2020/1/14 1:00,21297,88.2,10.2
2020/1/14 1:30,21281,85.3,11
2020/1/14 2:00,21272,84.7,10.7
2020/1/14 2:30,21266,84.2,9.97
2020/1/14 3:00,21265,81.9,8.97
2020/1/14 3:30,21274,78.8,8.08
2020/1/14 4:00,21288,76.9,6.91
2020/1/14 4:30,21295,76.9,6.09
2020/1/14 5:00,21298,75.5,5.69
2020/1/14 5:30,21307,74.1,5.47
2020/1/14 6:00,21325,71.8,4.86
2020/1/14 6:30,21357,66.5,3.05
2020/1/14 7:00,21403,50.8,-0.047
2020/1/14 7:30,21442,45.9,-1.5
2020/1/14 8:00,21465,47.9,-2.7
2020/1/14 8:30,21482,49.7,-3.9
2020/1/14 9:00,21492,43.7,-2.6
2020/1/14 9:30,21516,43.4,-1.9
2020/1/14 10:00,21527,49.4,-2.2
2020/1/14 10:30,21537,49.1,-2.2
2020/1/14 11:00,21545,41.8,0.362
2020/1/14 11:30,21574,45.4,0.638
2020/1/14 12:00,21582,47.9,0.378
2020/1/14 12:30,21588,52.7,-0.18
2020/1/14 13:00,21587,46.4,2.22
2020/1/14 13:30,21609,49.3,2.53
2020/1/14 14:00,21615,55.6,2.44
2020/1/14 14:30,21615,59.2,2.16
2020/1/14 15:00,21611,48,3.78
2020/1/14 15:30,21640,46.2,3.91
2020/1/14 16:00,21654,43.9,3.13
2020/1/14 16:30,21666,45.5,2.28
2020/1/14 17:00,21671,38.2,4.99
2020/1/14 17:30,21700,41.1,5.52
2020/1/14 18:00,21713,48.3,4.62
2020/1/14 18:30,21723,48.7,3.81
2020/1/14 19:00,21719,41.9,8.09
2020/1/14 19:30,21740,48.5,9.84
2020/1/14 20:00,21749,51.5,8.48
2020/1/14 20:30,21756,51.5,7.34
2020/1/14 21:00,21749,47.1,10.6
2020/1/14 21:30,21762,53.4,12.4
2020/1/14 22:00,21759,65.7,11.7
2020/1/14 22:30,21735,68.7,11.1
2020/1/14 23:00,21694,58.7,14.6
2020/1/14 23:30,21743,51.8,14.5
2020/1/15 0:00,21754,65.8,11
2020/1/15 0:30,21736,67.9,8.57
2020/1/15 1:00,21725,63.9,7.03
2020/1/15 1:30,21718,64.2,6.51
2020/1/15 2:00,21713,64.8,5.09
2020/1/15 2:30,21704,67.9,3.89
2020/1/15 3:00,21698,56,4.68
2020/1/15 3:30,21715,55.2,4.6
2020/1/15 4:00,21719,58.3,3.65
2020/1/15 4:30,21721,59.3,2.59
2020/1/15 5:00,21711,51.7,6.11
2020/1/15 5:30,21726,56.8,7.03
2020/1/15 6:00,21733,59.8,6.13
2020/1/15 6:30,21730,62.1,4.9
2020/1/15 7:00,21708,62.7,7.93
2020/1/15 7:30,21700,64.7,9.03
2020/1/15 8:00,21697,67.9,8.32
2020/1/15 8:30,21685,72.9,8
2020/1/15 9:00,21626,84.3,10.3
2020/1/15 9:30,21566,84.8,12.5
2020/1/15 10:00,21519,87.2,12.9
2020/1/15 10:30,21461,90.7,13.4
2020/1/15 11:00,21391,92.6,15.3
2020/1/15 11:30,21338,90.9,16.4
2020/1/15 12:00,21320,89.9,16
2020/1/15 12:30,21313,87.5,14.8
2020/1/15 13:00,21307,87.4,13.1
2020/1/15 13:30,21295,87.7,11.9
2020/1/15 14:00,21285,88.5,10.7
2020/1/15 14:30,21276,89,9.93
2020/1/15 15:00,21264,89.8,9.35
2020/1/15 15:30,21257,88.4,9.09
2020/1/15 16:00,21257,87,8.63
2020/1/15 16:30,21259,84.8,7.79
2020/1/15 17:00,21260,86.2,7.63
2020/1/15 17:30,21256,89.7,7.96
2020/1/15 18:00,21241,91.3,8.1
2020/1/15 18:30,21224,92.1,8.28
2020/1/15 19:00,21187,92.8,10.5
2020/1/15 19:30,21176,90.7,11.4
2020/1/15 20:00,21176,89.8,11.4
2020/1/15 20:30,21176,90.1,11
2020/1/15 21:00,21176,87.7,10.3
2020/1/15 21:30,21188,85.7,9.49
2020/1/15 22:00,21191,88,8.69
2020/1/15 22:30,21190,88.5,8.43
2020/1/15 23:00,21190,85.9,8.31
2020/1/15 23:30,21202,83,8.33
2020/1/16 0:00,21208,84.1,8.13
2020/1/16 0:30,21211,85.7,7.63
2020/1/16 1:00,21209,81.4,8.82
2020/1/16 1:30,21275,72.7,8.84
2020/1/16 2:00,21306,71.6,6.58
2020/1/16 2:30,21331,71.6,4.77
2020/1/16 3:00,21361,60.4,5.77
2020/1/16 3:30,21412,60,6.12
2020/1/16 4:00,21426,65.5,5.46
2020/1/16 4:30,21430,68,4.75
2020/1/16 5:00,21427,65,8.21
2020/1/16 5:30,21432,70,10.3
2020/1/16 6:00,21432,74.3,10.1
2020/1/16 6:30,21425,78.8,10.5
2020/1/16 7:00,21379,80.5,14.1
2020/1/16 7:30,21371,79.8,15.5
2020/1/16 8:00,21365,82,15.3
2020/1/16 8:30,21361,81.3,14.3
2020/1/16 9:00,21361,78.4,13.3
2020/1/16 9:30,21359,81.9,12.3
2020/1/16 10:00,21347,82.1,11.6
2020/1/16 10:30,21347,80.9,9.94
2020/1/16 11:00,21351,76.3,9.28
2020/1/16 11:30,21366,74.8,9.03
2020/1/16 12:00,21373,76.5,7.98
2020/1/16 12:30,21375,78.8,7.21
2020/1/16 13:00,21353,73.8,11.3
2020/1/16 13:30,21376,71.4,12.3
2020/1/16 14:00,21384,75.4,11.5
2020/1/16 14:30,21390,75.6,10.3
2020/1/16 15:00,21385,77.4,9.66
2020/1/16 15:30,21385,76.4,9.73
2020/1/16 16:00,21383,78.1,9.49
2020/1/16 16:30,21373,80.5,9.5
2020/1/16 17:00,21348,84.9,10.5
2020/1/16 17:30,21323,85.3,11.5
2020/1/16 18:00,21313,86.2,11.2
2020/1/16 18:30,21299,86.4,10.8
2020/1/16 19:00,21273,87.6,12.1
2020/1/16 19:30,21267,83.1,12.9
2020/1/16 20:00,21280,82.6,11.8
2020/1/16 20:30,21280,84.5,11.1
2020/1/16 21:00,21255,79.5,13.9
2020/1/16 21:30,21330,70.7,13.9
2020/1/16 22:00,21344,76.4,13.4
2020/1/16 22:30,21355,78.2,10.8
2020/1/16 23:00,21357,74.8,8.85
2020/1/16 23:30,21377,71.3,7.89
2020/1/17 0:00,21383,72.7,7.33
2020/1/17 0:30,21384,74.3,7.06
2020/1/17 1:00,21382,72.2,8.64
2020/1/17 1:30,21390,72.6,9.46
2020/1/17 2:00,21394,74,9.03
2020/1/17 2:30,21392,77.1,8.68
2020/1/17 3:00,21376,80.9,9.6
2020/1/17 3:30,21360,82.3,10.2
2020/1/17 4:00,21347,83.7,10.4
2020/1/17 4:30,21318,88.7,10.4
2020/1/17 5:00,21285,91.7,10.5
2020/1/17 5:30,21264,90.2,9.76
2020/1/17 6:00,21247,91.6,9.59
2020/1/17 6:30,21221,92.7,9.86
2020/1/17 7:00,21192,94.1,10.6
2020/1/17 7:30,21176,91.4,11.2
2020/1/17 8:00,21175,90.3,11.2
2020/1/17 8:30,21173,90.2,11
2020/1/17 9:00,21158,90.5,11.8
2020/1/17 9:30,21148,90.2,12.5
2020/1/17 10:00,21148,90.5,12.4
2020/1/17 10:30,21142,92.6,12.4
2020/1/17 11:00,21107,93.9,14.5
2020/1/17 11:30,21102,88.8,15.7
2020/1/17 12:00,21119,87.1,14.6
2020/1/17 12:30,21144,85.4,13.3
2020/1/17 13:00,21164,83.1,13
2020/1/17 13:30,21193,80.7,10.8
2020/1/17 14:00,21229,75.8,8.99
2020/1/17 14:30,21245,77.1,8.51
2020/1/17 15:00,21245,84.3,8.98
2020/1/17 15:30,21226,86.9,9.66
2020/1/17 16:00,21224,84.9,8.99
2020/1/17 16:30,21241,74.7,7.22
2020/1/17 17:00,21290,68.8,7.04
2020/1/17 17:30,21326,67.3,6.95
2020/1/17 18:00,21352,68.6,5.83
2020/1/17 18:30,21357,71.7,4.68
2020/1/17 19:00,21371,59.7,7.18
2020/1/17 19:30,21431,58.3,7.89
2020/1/17 20:00,21452,62,6.81
2020/1/17 20:30,21474,61.5,5.49
2020/1/17 21:00,21472,59.3,9.73
2020/1/17 21:30,21492,63,12
2020/1/17 22:00,21499,67.5,11.1
2020/1/17 22:30,21507,64.2,10.2
2020/1/17 23:00,21511,56.3,15.6
2020/1/17 23:30,21569,54.4,16.7
2020/1/18 0:00,21601,57.5,14.9
2020/1/18 0:30,21620,58.7,13.3
2020/1/18 1:00,21628,51.3,17.9
2020/1/18 1:30,21663,54.7,19
2020/1/18 2:00,21683,56.2,17.4
2020/1/18 2:30,21698,57.1,16.1
2020/1/18 3:00,21687,58.7,19.3
2020/1/18 3:30,21736,59.8,17.6
2020/1/18 4:00,21732,66.9,14
2020/1/18 4:30,21712,69.5,12.1
2020/1/18 5:00,21689,68.6,11.9
2020/1/18 5:30,21680,68.8,11.6
2020/1/18 6:00,21665,70.8,10.7
2020/1/18 6:30,21649,75.3,10.4
2020/1/18 7:00,21614,76.4,12.2
2020/1/18 7:30,21590,75.7,13.4
2020/1/18 8:00,21575,78,13.3
2020/1/18 8:30,21532,84.8,13.7
2020/1/18 9:00,21450,84.8,17.6
2020/1/18 9:30,21446,80.8,16.8
2020/1/18 10:00,21449,80.5,14.8
2020/1/18 10:30,21443,82,12.6
2020/1/18 11:00,21408,86.7,11.5
2020/1/18 11:30,21374,88.4,10.8
2020/1/18 12:00,21340,89.4,10.7
2020/1/18 12:30,21322,88.1,10.5
2020/1/18 13:00,21283,92.4,10.8
2020/1/18 13:30,21253,92.9,11.1
2020/1/18 14:00,21222,94,11.3
2020/1/18 14:30,21203,93.9,11.4
2020/1/18 15:00,21169,95.9,12.2
2020/1/18 15:30,21135,94.9,13.2
2020/1/18 16:00,21130,94.1,12.9
2020/1/18 16:30,21104,96.4,13.5
2020/1/18 17:00,21073,96.4,14.2
2020/1/18 17:30,21072,92.1,13
2020/1/18 18:00,21106,86.1,9.79
2020/1/18 18:30,21134,84.6,7.99
2020/1/18 19:00,21163,78.7,8.15
2020/1/18 19:30,21225,74.9,8.18
2020/1/18 20:00,21239,78.1,7.74
2020/1/18 20:30,21245,80.6,7.48
2020/1/18 21:00,21243,80.1,8.75
2020/1/18 21:30,21242,82.5,9.66
2020/1/18 22:00,21234,85.9,9.75
2020/1/18 22:30,21211,89.7,9.86
2020/1/18 23:00,21180,89.8,11.3
2020/1/18 23:30,21182,84.7,12.1
2020/1/19 0:00,21202,82.5,11
2020/1/19 0:30,21207,85.2,10.1
2020/1/19 1:00,21195,87.5,11
2020/1/19 1:30,21186,89.1,11.2
2020/1/19 2:00,21178,88.5,10.9
2020/1/19 2:30,21168,91.3,10.8
2020/1/19 3:00,21146,92.6,10.4
2020/1/19 3:30,21143,88.7,9.77
2020/1/19 4:00,21143,90.4,9.18
2020/1/19 4:30,21143,91.3,8.82
2020/1/19 5:00,21134,92.6,8.61
2020/1/19 5:30,21124,93.1,8.57
2020/1/19 6:00,21113,93.8,8.7
2020/1/19 6:30,21107,94.2,8.77
2020/1/19 7:00,21091,91.9,10.4
2020/1/19 7:30,21095,90.5,10.4
2020/1/19 8:00,21104,88.1,9.66
2020/1/19 8:30,21110,87.4,9.32
2020/1/19 9:00,21110,90.8,10.4
2020/1/19 9:30,21107,91.4,10.4
2020/1/19 10:00,21105,91,10.3
2020/1/19 10:30,21105,90.7,10.1
2020/1/19 11:00,21105,81.5,12
2020/1/19 11:30,21166,80.6,12.2
2020/1/19 12:00,21181,82,11.5
2020/1/19 12:30,21182,85.2,11.3
2020/1/19 13:00,21171,91.3,11.5
2020/1/19 13:30,21138,94.3,12.3
2020/1/19 14:00,21121,93,12.3
2020/1/19 14:30,21118,89.5,11.8
2020/1/19 15:00,21127,83.5,12.2
2020/1/19 15:30,21167,81.5,12.5
2020/1/19 16:00,21174,84.1,12.2
2020/1/19 16:30,21182,83.2,11
2020/1/19 17:00,21197,78.7,12.6
2020/1/19 17:30,21225,80.4,12.7
2020/1/19 18:00,21226,83,12.3
2020/1/19 18:30,21225,84.3,11.7
2020/1/19 19:00,21206,83,13.9
2020/1/19 19:30,21218,80.6,14.8
2020/1/19 20:00,21233,80.8,13.6
2020/1/19 20:30,21236,82.3,12.6
2020/1/19 21:00,21233,73.9,18.9
2020/1/19 21:30,21274,77.1,20.4
2020/1/19 22:00,21281,80.3,19.5
2020/1/19 22:30,21280,83.2,18.5
2020/1/19 23:00,21280,84,15.2
2020/1/19 23:30,21269,85.1,13.7
2020/1/20 0:00,21269,82.5,12.2
2020/1/20 0:30,21272,84.6,10.9
2020/1/20 1:00,21266,86.3,10.7
2020/1/20 1:30,21256,87.4,10.8
2020/1/20 2:00,21249,87,10.7
2020/1/20 2:30,21240,88.9,10.8
2020/1/20 3:00,21229,85.6,11.7
2020/1/20 3:30,21227,86.9,12.3
2020/1/20 4:00,21216,89,12.5
2020/1/20 4:30,21205,89.1,12.4
2020/1/20 5:00,21182,94.1,12.8
2020/1/20 5:30,21157,93.5,13
2020/1/20 6:00,21144,92.9,13
2020/1/20 6:30,21132,93.7,12.9
2020/1/20 7:00,21127,91.1,12.5
2020/1/20 7:30,21135,87.4,11.8
2020/1/20 8:00,21158,84.7,10.7
2020/1/20 8:30,21162,88.1,10.2
2020/1/20 9:00,21196,75.4,11.2
2020/1/20 9:30,21243,78.2,11.3
2020/1/20 10:00,21264,77.1,10.1
2020/1/20 10:30,21275,77.4,9.15
2020/1/20 11:00,21306,66.2,10.9
2020/1/20 11:30,21370,64.2,11.7
2020/1/20 12:00,21406,65,10.2
2020/1/20 12:30,21421,68.6,8.82
2020/1/20 13:00,21418,63.7,12.9
2020/1/20 13:30,21437,64.4,13.8
2020/1/20 14:00,21449,68.4,12.9
2020/1/20 14:30,21444,77,12.5
2020/1/20 15:00,21412,84.2,13
2020/1/20 15:30,21390,80.6,13.7
2020/1/20 16:00,21387,79,12.9
2020/1/20 16:30,21381,79.8,12
2020/1/20 17:00,21360,72.3,15.5
2020/1/20 17:30,21407,70.2,16.2
2020/1/20 18:00,21427,70.3,14.8
2020/1/20 18:30,21439,71.8,13.2
2020/1/20 19:00,21384,81.7,18.2
2020/1/20 19:30,21361,85.5,18.1
2020/1/20 20:00,21339,88.5,18
2020/1/20 20:30,21306,89.9,17.6
2020/1/20 21:00,21262,89.5,19.2
2020/1/20 21:30,21259,84.3,20.1
2020/1/20 22:00,21269,84.6,18.6
2020/1/20 22:30,21272,85.2,17.3
2020/1/20 23:00,21269,83.2,18.5
2020/1/20 23:30,21280,81.1,19.6
2020/1/21 0:00,21297,80.9,18.4
2020/1/21 0:30,21297,83,17.2
2020/1/21 1:00,21261,84.1,20.8
2020/1/21 1:30,21268,81.4,21.4
2020/1/21 2:00,21285,83,20.1
2020/1/21 2:30,21277,85.8,19.1
2020/1/21 3:00,21274,87.1,16.5
2020/1/21 3:30,21271,83.3,15.9
2020/1/21 4:00,21274,84.4,15.3
2020/1/21 4:30,21269,88,14.8
2020/1/21 5:00,21229,94.9,16.1
2020/1/21 5:30,21180,94,17.8
2020/1/21 6:00,21164,94.1,17.7
2020/1/21 6:30,21147,94.8,17.6
2020/1/21 7:00,21130,94.8,17.3
2020/1/21 7:30,21100,95,18.6
2020/1/21 8:00,21100,93.5,17.7
2020/1/21 8:30,21100,93.6,17.3
2020/1/21 9:00,21090,94.5,18.3
2020/1/21 9:30,21083,93.1,18.9
2020/1/21 10:00,21085,92.5,18.7
2020/1/21 10:30,21093,91.1,18
2020/1/21 11:00,21098,90.8,17.5
2020/1/21 11:30,21114,87.5,17.1
2020/1/21 12:00,21143,85.6,15.5
2020/1/21 12:30,21173,83.1,13.7
2020/1/21 13:00,21201,79.5,14.1
2020/1/21 13:30,21277,70,14.5
2020/1/21 14:00,21324,66.3,12.5
2020/1/21 14:30,21358,68.8,11.2
2020/1/21 15:00,21402,59.2,13.6
2020/1/21 15:30,21463,61.7,14.1
2020/1/21 16:00,21465,71.5,14
2020/1/21 16:30,21451,76.9,13.8
2020/1/21 17:00,21436,69.4,15.7
2020/1/21 17:30,21514,60.4,15.6
2020/1/21 18:00,21514,68.6,15.1
2020/1/21 18:30,21507,70.9,14.1
2020/1/21 19:00,21516,59,15.3
2020/1/21 19:30,21530,67,15.5
2020/1/21 20:00,21527,72.2,14.8
2020/1/21 20:30,21511,75.5,13.6
2020/1/21 21:00,21502,71.6,13.7
2020/1/21 21:30,21515,68.6,13.9
2020/1/21 22:00,21518,69.6,13.4
2020/1/21 22:30,21514,73.6,12.9
2020/1/21 23:00,21524,61.5,14.7
2020/1/21 23:30,21567,61,15
2020/1/22 0:00,21573,66.8,13.9
2020/1/22 0:30,21565,71.4,12.6
2020/1/22 1:00,21526,75.6,15.6
2020/1/22 1:30,21515,74.7,16.7
2020/1/22 2:00,21499,78,16.5
2020/1/22 2:30,21470,82,16.5
2020/1/22 3:00,21435,85.4,16.7
2020/1/22 3:30,21385,89.7,17.4
2020/1/22 4:00,21338,91,17.5
2020/1/22 4:30,21291,93,17.8
2020/1/22 5:00,21245,94.4,18.4
2020/1/22 5:30,21223,92.1,17.8
2020/1/22 6:00,21215,91.1,17.3
2020/1/22 6:30,21214,90,16.6
2020/1/22 7:00,21214,85.4,17.3
2020/1/22 7:30,21241,84,15.6
2020/1/22 8:00,21247,85.4,14.5
2020/1/22 8:30,21247,86.7,13.3
2020/1/22 9:00,21260,79.3,12.8
2020/1/22 9:30,21291,77.7,12.8
2020/1/22 10:00,21297,79.9,12.5
2020/1/22 10:30,21299,82.5,12.1
2020/1/22 11:00,21290,84.1,12.9
2020/1/22 11:30,21281,83.8,13.9
2020/1/22 12:00,21278,85.1,13.5
2020/1/22 12:30,21270,86.8,13
2020/1/22 13:00,21220,83.3,18
2020/1/22 13:30,21279,79.3,19
2020/1/22 14:00,21292,81.9,18
2020/1/22 14:30,21292,83.4,17.1
2020/1/22 15:00,21302,70.9,19.6
2020/1/22 15:30,21369,69.6,17
2020/1/22 16:00,21419,64,15
2020/1/22 16:30,21439,67.4,13.5
2020/1/22 17:00,21468,57.9,15.9
2020/1/22 17:30,21537,57.6,16.3
2020/1/22 18:00,21558,60.7,15.3
2020/1/22 18:30,21570,64.8,14.1
2020/1/22 19:00,21563,63,17.7
2020/1/22 19:30,21578,65,18.9
2020/1/22 20:00,21585,65.9,16.9
2020/1/22 20:30,21588,70.2,15.3
2020/1/22 21:00,21562,68.1,19.6
2020/1/22 21:30,21554,72.8,20
2020/1/22 22:00,21549,74.5,19
2020/1/22 22:30,21533,78.9,18
2020/1/22 23:00,21490,76.1,21.5
2020/1/22 23:30,21498,74.1,21.4
2020/1/23 0:00,21500,77.1,20.3
2020/1/23 0:30,21482,81.5,19.2
2020/1/23 1:00,21432,84.8,21.8
2020/1/23 1:30,21404,86,21.9
2020/1/23 2:00,21386,86.3,21.2
2020/1/23 2:30,21368,86.7,20.4
2020/1/23 3:00,21332,88.5,20.4
2020/1/23 3:30,21306,89.1,20.2
2020/1/23 4:00,21289,88.5,19.4
2020/1/23 4:30,21279,89.5,18.8
2020/1/23 5:00,21252,91.3,19.5
2020/1/23 5:30,21241,90,19.4
2020/1/23 6:00,21237,89.8,19.1
2020/1/23 6:30,21232,90.2,18.8
2020/1/23 7:00,21220,83.8,20.5
2020/1/23 7:30,21257,82.7,20.3
2020/1/23 8:00,21270,83.5,19.3
2020/1/23 8:30,21271,85,18.4
2020/1/23 9:00,21296,73,20.5
2020/1/23 9:30,21380,66.7,21.1
2020/1/23 10:00,21407,72,20.1
